accession,secondary_accessions,name,synonyms,chemical_formula,iupac_name,cas_registry_number,smiles,inchi,inchikey,monisotopic_molecular_weight,average_molecular_weight,file_name,dim
HMDB0003269,['HMDB03269'],Nicotinuric acid,"['N-(Pyridin-3-ylcarbonyl)glycine', 'N-Nicotinylglycine', 'Nicotinoylglycine', 'Nicotinurate', 'Nicotinylglycine', 'Nicotinate', 'Nicotinic acid', 'N-(3-Pyridinylcarbonyl)-(9ci)-glycine', 'N-(3-Pyridinylcarbonyl)-glycine', 'N-Nicotinoyl-(8ci)-glycine', 'N-Nicotinoyl-glycine', 'N-Nicotinurate', 'N-Nicotinuric acid', 'Nicotinoyl-glycine', 'Nicotinuric acid, monosodium salt', 'Nicotinuric acid']",C8H8N2O3,2-[(pyridin-3-yl)formamido]acetic acid,583-08-4,OC(=O)CNC(=O)C1=CN=CC=C1,"InChI=1S/C8H8N2O3/c11-7(12)5-10-8(13)6-2-1-3-9-4-6/h1-4H,5H2,(H,10,13)(H,11,12)",ZBSGKPYXQINNGF-UHFFFAOYSA-N,180.053492132,180.1607,HMDB0003269_nmroned_1943_33254.txt,nmroned
HMDB0003306,['HMDB03306'],Phloretin,"['3-(4-Hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)-1-propanone', '2,6-Dihydroxy-4-methoxyacetophenone', '4-O-Methylphloracetophenone', 'Dihydronaringenin', 'Phloretol']",C15H14O5,"3-(4-hydroxyphenyl)-1-(2,4,6-trihydroxyphenyl)propan-1-one",60-82-2,OC1=CC=C(CCC(=O)C2=C(O)C=C(O)C=C2O)C=C1,"InChI=1S/C15H14O5/c16-10-4-1-9(2-5-10)3-6-12(18)15-13(19)7-11(17)8-14(15)20/h1-2,4-5,7-8,16-17,19-20H,3,6H2",VGEREEWJJVICBM-UHFFFAOYSA-N,274.084123558,274.2687,HMDB0003306_nmroned_1946_33268.txt,nmroned
HMDB0003312,['HMDB03312'],Daidzein,"[""4',7-Dihydroxyisoflavone"", ""7,4'-Dihydroxyisoflavone"", '7-Hydroxy-3-(4-hydroxyphenyl)-4-benzopyrone', '7-Hydroxy-3-(4-hydroxyphenyl)-4H-1-benzopyran-4-one', 'Daidzeol', 'Isoaurostatin', 'Diadzein', ""4',7-Dihydroxy-isoflavone""]",C15H10O4,7-hydroxy-3-(4-hydroxyphenyl)-4H-chromen-4-one,486-66-8,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,"InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H",ZQSIJRDFPHDXIC-UHFFFAOYSA-N,254.057908802,254.241,HMDB0003312_nmroned_1947_33273.txt,nmroned
HMDB0003331,['HMDB03331'],1-Methyladenosine,"['m1a', 'N(1)-Methyladenosine', 'N1-Methyladenosine']",C11H15N5O4,"(2R,3S,4R,5R)-2-(hydroxymethyl)-5-(6-imino-1-methyl-6,9-dihydro-1H-purin-9-yl)oxolane-3,4-diol",15763-06-1,CN1C=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C1=N,"InChI=1S/C11H15N5O4/c1-15-3-14-10-6(9(15)12)13-4-16(10)11-8(19)7(18)5(2-17)20-11/h3-5,7-8,11-12,17-19H,2H2,1H3/t5-,7-,8-,11-/m1/s1",GFYLSDSUCHVORB-IOSLPCCCSA-N,281.112403993,281.2679,HMDB0003331_nmroned_1950_33286.txt,nmroned
HMDB0003332,"['HMDB0001985', 'HMDB01985', 'HMDB03332']",3-Methoxy-4-Hydroxyphenylglycol sulfate,"['3-Methoxy-4-hydroxyphenylglycol sulfuric acid', '3-Methoxy-4-hydroxyphenylglycol sulphate', '3-Methoxy-4-hydroxyphenylglycol sulphuric acid', '(3-Methoxy-4-sulfonyloxyphenyl)glycol', '3-Methoxy-4-hydroxyphenyl glycol sulfate', '4-Hydroxy-3-methoxyphenylglycol sulfate', '4-Hydroxy-3-methoxyphenylglycol sulphate', 'MHPG-Sulfate', 'MHPG-Sulphate', 'MHPG-SO4', '3-Methoxy-4-hydroxyphenylglycol sulfate conjugate', '4-Hydroxy-3-methoxyphenylethylene glycol 4-sulfate', '3-Methoxy-4--hydroxyphenylethyleneglycol sulfate', '[2-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)ethoxy]sulfonate', '[2-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)ethoxy]sulphonate', '[2-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)ethoxy]sulphonic acid', '3-Methoxy-4-hydroxyphenylglycol sulfate']",C9H12O7S,[2-hydroxy-1-(4-hydroxy-3-methoxyphenyl)ethoxy]sulfonic acid,71324-20-4,COC1=C(O)C=CC(=C1)C(CO)OS(O)(=O)=O,"InChI=1S/C9H12O7S/c1-15-8-4-6(2-3-7(8)11)9(5-10)16-17(12,13)14/h2-4,9-11H,5H2,1H3,(H,12,13,14)",SBKADJXSGGTEPN-UHFFFAOYSA-N,264.030373428,264.252,HMDB0003332_nmroned_1951_33289.txt,nmroned
HMDB0003334,['HMDB03334'],Symmetric dimethylarginine,"[""(2S)-2-Amino-5-(n',n''-dimethylcarbamimidamido)pentanoic acid"", ""(S)-2-Amino-5-(n',n''-dimethylguanidino)pentanoic acid"", 'Guanidino-N(1),N(2)-dimethylarginine', 'N(g1),N(g2)-Dimethylarginine', ""N,N'-dimethylarginine"", 'N(3),N(4)-Dimethyl-L-arginine', 'N(3),N(4)-Dimethylarginine', 'N5-((Methylamino)(methylimino)methyl)-L-ornithine', ""N(5)-(N,N'-dimethylamidino)-L-ornithine"", ""N(5)-(N,N'-dimethylcarbamimidoyl)-L-ornithine"", 'N(5)-[Bis(methylamino)methylene]-L-ornithine', ""N(g),N'(g)-dimethyl-L-arginine"", ""N(g),N'(g)-dimethylarginine"", 'SDMA', ""(2S)-2-Amino-5-(n',n''-dimethylcarbamimidamido)pentanoate"", ""(S)-2-Amino-5-(n',n''-dimethylguanidino)pentanoate"", ""N5-(N,N'-dimethylamidino)-L-ornithine"", 'N5-[Bis(methylamino)methylene]-L-ornithine', ""NG,N'G-dimethyl-L-arginine"", ""NG,N'G-dimethylarginine"", ""NG,NG'-dimethylarginine"", ""Omega-N(g),n'(g)-dimethylarginine"", 'SDMA arginine']",C8H18N4O2,"(2S)-2-amino-5-[(E)-N',N''-dimethylcarbamimidamido]pentanoic acid",30344-00-4,CN\C(NCCC[C@H](N)C(O)=O)=N/C,"InChI=1S/C8H18N4O2/c1-10-8(11-2)12-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H,13,14)(H2,10,11,12)/t6-/m0/s1",HVPFXCBJHIIJGS-LURJTMIESA-N,202.14297584,202.2541,HMDB0003334_nmroned_1952_33293.txt,nmroned
HMDB0003352,['HMDB03352'],Menthol,"['(-)-(1R,3R,4S)-Menthol', '(1alpha,2beta,5alpha)-5-Methyl-2(1-methylethyl)cyclohexanol', '(1R,3R,4S)-(-)-Menthol', '(1R-(1-alpha,2-beta,5-alpha))-5-Methyl-2-(1-methylethyl)cyclohexanol', 'L-Menthol', 'Levomenthol', 'Levomentholum', 'Levomentol', '(1a,2b,5a)-5-Methyl-2(1-methylethyl)cyclohexanol', '(1Α,2β,5α)-5-methyl-2(1-methylethyl)cyclohexanol', '(1R-(1-a,2-b,5-a))-5-Methyl-2-(1-methylethyl)cyclohexanol', '(1R-(1-Α,2-β,5-α))-5-methyl-2-(1-methylethyl)cyclohexanol', '(-)-Menthyl alcohol', '(-)-trans-p-Menthan-cis-ol', '(1R)-(-)-Menthol', '(1R,2S,5R)-(-)-Menthol', '(R)-(-)-Menthol', '1-Menthol', '2-Isopropyl-5-methylcyclohexanol', '5-Methyl-2-(1-methylethyl)cyclohexanol', '5-Methyl-2-propan-2-ylcyclohexan-1-ol', 'D-(-)-Menthol', 'Hexahydrothymol', 'L-(-)-Menthol', 'Menthacamphor', 'Menthomenthol', 'p-Menthan-3-ol', 'Peppermint camphor', 'U.S.p. menthol', 'Kerasal', 'Menthol, (1alpha,2beta,5alpha)-isomer', 'Menthol']",C10H20O,"(1R,2S,5R)-5-methyl-2-(propan-2-yl)cyclohexan-1-ol",2216-51-5,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m1/s1",NOOLISFMXDJSKH-KXUCPTDWSA-N,156.151415264,156.269,HMDB0003352_nmroned_1955_33304.txt,nmroned
HMDB0003355,['HMDB03355'],5-Aminopentanoic acid,"['5-Amino-N-valeric acid', '5-Aminopentanoate', '5-Aminovaleric acid', 'DANVA', 'delta-Amino-N-valeric acid', 'delta-Aminovaleric acid', '5-Amino-N-valerate', '5-Aminovalerate', 'delta-Amino-N-valerate', 'Δ-amino-N-valerate', 'Δ-amino-N-valeric acid', 'delta-Aminovalerate', 'Δ-aminovalerate', 'Δ-aminovaleric acid', '5-Aminovaleric acid hydrochloride', '5-Aminopentanoic acid', '5-Amino-pentanoate']",C5H11NO2,5-aminopentanoic acid,660-88-8,NCCCCC(O)=O,"InChI=1S/C5H11NO2/c6-4-2-1-3-5(7)8/h1-4,6H2,(H,7,8)",JJMDCOVWQOJGCB-UHFFFAOYSA-N,117.078978601,117.1463,HMDB0003355_nmroned_1956_33308.txt,nmroned
HMDB0003375,['HMDB03375'],(+)-Limonene,"['(+)-(4R)-Limonene', '(+)-(R)-Limonene', '(+)-4-Isopropenyl-1-methylcyclohexene', '(+)-Limonene', '(4R)-1-Methyl-4-isopropenylcyclohex-1-ene', '(4R)-4-Isopropenyl-1-methylcyclohexene', '(R)-(+)-Limonene', '(R)-(+)-p-Mentha-1,8-diene', '(R)-1-Methyl-4-(1-methylethenyl)cyclohexene', '(R)-4-Isopropenyl-1-methyl-1-cyclohexene', '(R)-p-Mentha-1,8-diene', '4BetaH-p-mentha-1,8-diene', 'D-(+)-Limonene', 'D-Limonen', 'AISA 5203-L (+)limonene', 'Dipentene', '(-)-Limonene', '1-Methyl-4-(1-methylethenyl)cyclohexene', 'Limonene', 'Limonene, (+-)-isomer', '(D)-Limonene', '4-Mentha-1,8-diene', 'Limonene, (R)-isomer', '(+)-Dipentene', '(+)-alpha-Limonene', '(+)-p-Mentha-1,8-diene', '(+)-Α-limonene', '(4R)-(+)-Limonene', '(4R)-1-Methyl-4-(1-methylethenyl)cyclohexene', '(4R)-Limonene', '(R)-1-Methyl-4-(prop-1-en-2-yl)cyclohex-1-ene', '(R)-Limonene', '1-Methyl-4-prop-1-en-2-yl-cyclohexene', '(+)-(R)-4-Isopropenyl-1-methylcyclohexene', 'D Limonene', '4 Mentha 1,8 diene', '(R)-4-Isopropenyl-1-methylcyclohexene', 'D-Limonene', 'd-Limonene', '(4R)-1-Methyl-4-(prop-1-en-2-yl)cyclohex-1-ene', 'R-Limonene', 'p-Mentha-1,8-diene', '(±)-Dipentene', '(±)-Limonene', '(±)-alpha-Limonene', '(±)-α-Limonene', '1,8-p-Menthadiene', '1-Methyl-4-(prop-1-en-2-yl)cyclohex-1-ene', '1-Methyl-4-isopropenyl-1-cyclohexene', '1-Methyl-4-isopropenylcyclohexene', '1-Methyl-p-isopropenyl-1-cyclohexene', '4-Isopropenyl-1-methyl-1-cyclohexene', '4-Isopropenyl-1-methylcyclohexene', 'dl-Limonene', 'Dipenten', 'Limonen', 'alpha-Limonene', 'α-Limonene']",C10H16,(4R)-1-methyl-4-(prop-1-en-2-yl)cyclohex-1-ene,5989-27-5,CC(=C)[C@@H]1CCC(C)=CC1,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3/t10-/m0/s1",XMGQYMWWDOXHJM-JTQLQIEISA-N,136.125200512,136.234,HMDB0003375_nmroned_1996_33493.txt,nmroned
HMDB0003406,['HMDB03406'],D-Serine,"['(2R)-2-Amino-3-hydroxypropanoic acid', '(R)-2-Amino-3-hydroxy-propionic acid', '(R)-2-Amino-3-hydroxypropanoic acid', 'D-Serin', 'DSN', '(2R)-2-Amino-3-hydroxypropanoate', '(R)-2-Amino-3-hydroxy-propionate', '(R)-2-Amino-3-hydroxypropanoate', 'DL-Serine', 'Serine D-form']",C3H7NO3,(2R)-2-amino-3-hydroxypropanoic acid,312-84-5,N[C@H](CO)C(O)=O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m1/s1",MTCFGRXMJLQNBG-UWTATZPHSA-N,105.042593095,105.0926,HMDB0003406_nmroned_1963_33340.txt,nmroned
HMDB0003409,['HMDB03409'],Berberine,"['7,8,13,13a-Tetradehydro-9,10-dimethoxy-2,3-[methylenebis(oxy)]berbinium', '9,10-Dimethoxy-2,3-(methylenedioxy)-7,8,13,13a-tetradehydroberbinium', 'Berberin', 'Coptis rhizome']",C20H18NO4,"16,17-dimethoxy-5,7-dioxa-13lambda5-azapentacyclo[11.8.0.0^{2,10}.0^{4,8}.0^{15,20}]henicosa-1(21),2,4(8),9,13,15,17,19-octaen-13-ylium",2086-83-1,COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC,"InChI=1S/C20H18NO4/c1-22-17-4-3-12-7-16-14-9-19-18(24-11-25-19)8-13(14)5-6-21(16)10-15(12)20(17)23-2/h3-4,7-10H,5-6,11H2,1-2H3/q+1",YBHILYKTIRIUTE-UHFFFAOYSA-N,336.123583069,336.3612,HMDB0003409_nmroned_1964_33345.txt,nmroned
HMDB0003447,['HMDB03447'],Tryptophol,"['1H-Indole-3-ethanol', '1H-Indolyl-3-ethanol', '2-(indol-3-yl)Ethanol', '3-(2-Hydroxyethyl)indole', 'Indole-3-ethanol', 'Tryptophanol', '2-(1H-indol-3-yl)Ethanol', '2-(3-Indolyl)ethanol', '2-(3-Indolylethanol', '3-(b-Hydroxyethyl)indole', '3-(beta-Hydroxyethyl)indole', '3-Indoleethanol', '3-Indolylethanol', 'b-(3-Indole)ethanol', 'beta-(3-Indole)ethanol', 'beta-indol-3-Ylethanol', 'DL-Tryptophanol', 'IEA', 'Indole ethanol', 'Indoleethanol', 'Tryptophol', '3-(2-Hydroxyethyl)-1H-indole', '3-(β-Hydroxyethyl)indole', '3-Indole ethanol', 'β-(3-Indole)ethanol']",C10H11NO,2-(1H-indol-3-yl)ethan-1-ol,526-55-6,OCCC1=CNC2=C1C=CC=C2,"InChI=1S/C10H11NO/c12-6-5-8-7-11-10-4-2-1-3-9(8)10/h1-4,7,11-12H,5-6H2",MBBOMCVGYCRMEA-UHFFFAOYSA-N,161.084063979,161.2004,HMDB0003447_nmroned_1972_33383.txt,nmroned
HMDB0003464,"['HMDB0005991', 'HMDB03464', 'HMDB05991']",4-Guanidinobutanoic acid,"['4-Guanidinobutanoate', '4-Guanidinobutyric acid', 'gamma-Guanidinobutyrate', 'gamma-Guanidinobutyric acid', '4-Guanidinobutyrate', 'g-Guanidinobutyrate', 'g-Guanidinobutyric acid', 'Γ-guanidinobutyrate', 'Γ-guanidinobutyric acid', '4-(Carbamimidamido)butanoate', '4-(Carbamimidamido)butanoic acid', 'gamma-Guanidinobutyrate, monosodium salt', '4-[(Aminoiminomethyl)amino]butanoate', '4-[(Aminoiminomethyl)amino]butanoic acid', 'N-(4-Butanoate)guanidine', 'N-(4-Butanoic acid)guanidine', 'gamma-Guanidinebutyrate', 'gamma-Guanidinebutyric acid', 'Γ-guanidinebutyrate', 'Γ-guanidinebutyric acid', '4-Guanidinobutanoic acid']",C5H11N3O2,4-[(diaminomethylidene)amino]butanoic acid,463-00-3,NC(=N)NCCCC(O)=O,"InChI=1S/C5H11N3O2/c6-5(7)8-3-1-2-4(9)10/h1-3H2,(H,9,10)(H4,6,7,8)",TUHVEAJXIMEOSA-UHFFFAOYSA-N,145.085126611,145.1597,HMDB0003464_nmroned_1973_33386.txt,nmroned
HMDB0003474,['HMDB03474'],"3,5-Diiodo-L-tyrosine","['(2S)-2-Amino-3-(4-hydroxy-3,5-diiodophenyl)propanoic acid', '3,5-Diiodotyrosine', 'Diiodotyrosine', 'DiIY', 'DIT', 'L-3,5-Diiodotyrosine', 'L-Diiodotyrosine', '(2S)-2-Amino-3-(4-hydroxy-3,5-diiodophenyl)propanoate', '3,5-Diiodotyrocine', '3,5-Iodo-L-tyrosine', '3,5-L-Diiodotyrosine', '4-Hydroxy-3,5-diiodophenylalanine', 'Iodogorgoic acid', 'Acid, iodogorgoic']",C9H9I2NO3,,300-39-0,[H][C@](N)(CC1=CC(I)=C(O)C(I)=C1)C(O)=O,"InChI=1S/C9H9I2NO3/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,13H,3,12H2,(H,14,15)/t7-/m0/s1",NYPYHUZRZVSYKL-ZETCQYMHSA-N,432.867179999,432.9816,HMDB0003474_nmroned_1974_33391.txt,nmroned
HMDB0003573,"['HMDB0014885', 'HMDB03573', 'HMDB14885']",Scopolamine,"['(-)-Hyoscine', '(-)-Scopolamine', '(1S,3S,5R,6R,7S)-6,7-Epoxytropan-3-yl (2S)-3-hydroxy-2-phenylpropanoate', '6,7-Epoxytropine tropate', '6-beta,7-beta-Epoxy-3-alpha-tropanyl S-(-)-tropate', 'alpha-(Hydroxymethyl)benzeneacetic acid 9-methyl-3-oxa-9-azatricyclo(3.3.1.0(2.4))non-7-yl ester', 'Hyoscine', 'Scopine (-)-tropate', 'Transderm-scop', '(1S,3S,5R,6R,7S)-6,7-Epoxytropan-3-yl (2S)-3-hydroxy-2-phenylpropanoic acid', '6,7-Epoxytropine tropic acid', '6-b,7-b-Epoxy-3-a-tropanyl S-(-)-tropate', '6-b,7-b-Epoxy-3-a-tropanyl S-(-)-tropic acid', '6-beta,7-beta-Epoxy-3-alpha-tropanyl S-(-)-tropic acid', '6-Β,7-β-epoxy-3-α-tropanyl S-(-)-tropate', '6-Β,7-β-epoxy-3-α-tropanyl S-(-)-tropic acid', 'a-(Hydroxymethyl)benzeneacetate 9-methyl-3-oxa-9-azatricyclo(3.3.1.0(2.4))non-7-yl ester', 'a-(Hydroxymethyl)benzeneacetic acid 9-methyl-3-oxa-9-azatricyclo(3.3.1.0(2.4))non-7-yl ester', 'alpha-(Hydroxymethyl)benzeneacetate 9-methyl-3-oxa-9-azatricyclo(3.3.1.0(2.4))non-7-yl ester', 'Α-(hydroxymethyl)benzeneacetate 9-methyl-3-oxa-9-azatricyclo(3.3.1.0(2.4))non-7-yl ester', 'Α-(hydroxymethyl)benzeneacetic acid 9-methyl-3-oxa-9-azatricyclo(3.3.1.0(2.4))non-7-yl ester', 'Scopine (-)-tropic acid', '(+)-Hyoscine', '(+)-Scopolamine', '(-)-Hyoscine hydrobromide', '(-)-Scopolamine bromide', '(-)-Scopolamine hydrobromide', 'Atrochin', 'Atroquin', 'Beldavrin', 'Buscopan', 'Epoxytropine tropate', 'Euscopol', 'Hydroscine hydrobromide', 'Hyosceine', 'Hyoscine bromide', 'Hyoscine hydrobromide', 'Hyoscyine hydrobromide', 'Hyosol', 'Hysco', 'Isopto hyoscine', 'Isoscopil', 'Kwells', 'L-Hyoscine hydrobromide', 'L-Scopolamine-hydrobromide', 'Methscopolamine bromide', 'Oscine', 'Pamine', 'S-(-)-Tropate', 'Scop', 'Scopamin', 'Scopine tropate', 'Scopolamine bromide', 'Scopolamine hydrobromide', 'Scopolaminium bromide', 'Scopolammonium bromide', 'SEE', 'Tranaxine', 'Norhyoscine', '6beta,7beta-Epoxy-3alpha-tropanyl S-(-)-tropate', '6β,7β-Epoxy-3α-tropanyl S-(-)-tropate', '9-Methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-ol (-)-tropate', 'l-Scopolamine', '(-)-Atropine', '(-)-Hyoscyamine', '(S)-(-)-Hyoscyamine', '(S)-Atropine', '1alphaH,5alphaH-Tropan-3alpha-yl (-)-tropate', '1αH,5αH-Tropan-3α-yl (-)-tropate', 'Cystospaz', 'Daturine', 'Duboisine', 'Hyoscyamine', 'L-Hyoscyamin', 'l-Hyoscyamine', 'l-Atropine', 'l-Tropine tropate', '(±)-Atropine', '(±)-Hyoscyamine', 'Atropin', 'Atropine', 'Atropinum sulfuricum', 'Atropinum sulphuricum', 'dl-Hyoscyamine', 'Tropine (±)-tropate', 'Tropine tropate', 'dl-Tropyl tropate']",C17H21NO4,"(1R,2R,4S,5S,7S)-9-methyl-3-oxa-9-azatricyclo[3.3.1.0^{2,4}]nonan-7-yl (2S)-3-hydroxy-2-phenylpropanoate",51-34-3,CN1[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,"InChI=1S/C17H21NO4/c1-18-13-7-11(8-14(18)16-15(13)22-16)21-17(20)12(9-19)10-5-3-2-4-6-10/h2-6,11-16,19H,7-9H2,1H3/t11-,12-,13-,14+,15-,16+/m1/s1",STECJAGHUSJQJN-FWXGHANASA-N,303.147058165,303.3529,HMDB0003573_nmroned_5187_2733693.txt,nmroned
HMDB0003634,['HMDB03634'],Perillyl alcohol,"['1-Hydroxymethyl-4-isopropenyl-1-cyclohexene', '1-Perillalcohol', '4-(1-Methylethenyl)-1-cyclohexene-1-methanol', '4-Isopropenyl-1-cyclohexene carbinol', '4-Isopropenylcyclohex-1-en-1-ylmethanol', 'Dihydrocuminyl alcoholn', 'Isocarveol', 'p-Mentha-1,8-dien-7-ol', 'Perilla alcohol', 'Perillol', '(-)-Perillyl alcohol', '(S)-(-)-Perillyl alcohol', '1,8-p-Menthadien-7-ol', '4-Isopropenyl-cyclohex-1-ene-1-methanol', 'Dihydrocuminic alcohol', 'Dihydrocuminyl alcohol', 'Hydrocumin alcohol', 'Iso-carveol', 'Para-mentha-1,8-dien-7-ol', 'Perill alcohol', 'Perillic alcohol', 'Cyclohex-1-ene-1-methanol, 4(1-methylethenyl)', 'Perilla alcohol, (S)-isomer', 'Perilla alcohol, (R)-isomer', '(-)-p-Mentha-1,8-dien-7-ol', '(S)-Perillyl alcohol']",C10H16O,[4-(prop-1-en-2-yl)cyclohex-1-en-1-yl]methanol,536-59-4,CC(=C)C1CCC(CO)=CC1,"InChI=1S/C10H16O/c1-8(2)10-5-3-9(7-11)4-6-10/h3,10-11H,1,4-7H2,2H3",NDTYTMIUWGWIMO-UHFFFAOYSA-N,152.120115135,152.237,HMDB0003634_nmroned_1979_33416.txt,nmroned
HMDB0003640,['HMDB03640'],Beta-Leucine,"['(S)-Homo-beta-val', '(S)-Homo-b-val', '(S)-Homo-β-val', 'b-Leucine', 'Β-leucine', '3-Amino-4-methylpentanoic acid', 'beta-2-amino-4-Methylvaleric acid', 'L-beta-Leucine', '(3S)-b-Leucine', '(3S)-Β-leucine', 'beta-Leucine']",C6H13NO2,(3S)-3-amino-4-methylpentanoic acid,5699-54-7,CC(C)[C@@H](N)CC(O)=O,"InChI=1S/C6H13NO2/c1-4(2)5(7)3-6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",GLUJNGJDHCTUJY-YFKPBYRVSA-N,131.094628665,131.1729,HMDB0003640_nmroned_1980_33421.txt,nmroned
HMDB0003646,['HMDB03646'],N-Methylhydantoin,"['1-Methylhydantoin', 'Dioxy-creatinine', 'N-Methylimidazolidine-2,4-dione', '1-Methyl-2,4-imidazolidinedione', '1-Methyl-hydantoin', '1-Methyldiazolidine-2,4-dione', '1-Methylimidazolidine-2,4-dione', 'N-Methylhydantoin']",C4H6N2O2,"1-methylimidazolidine-2,4-dione",616-04-6,CN1CC(=O)NC1=O,"InChI=1S/C4H6N2O2/c1-6-2-3(7)5-4(6)8/h2H2,1H3,(H,5,7,8)",RHYBFKMFHLPQPH-UHFFFAOYSA-N,114.042927446,114.1026,HMDB0003646_nmroned_1981_33425.txt,nmroned
HMDB0003911,"['HMDB0000485', 'HMDB00485', 'HMDB03911']",3-Aminoisobutanoic acid,"['2-(Aminomethyl)propionic acid', '2-Methyl-beta-alanine', '3-Amino-2-methylpropanoate', '3-Aminoisobutanoate', 'alpha-Methyl-beta-alanine', 'BAIB', 'beta-Aminoisobutyric acid', 'DL-beta-Aminoisobutyric acid', '2-(Aminomethyl)propionate', '2-Methyl-b-alanine', '2-Methyl-β-alanine', '3-Amino-2-methylpropanoic acid', 'a-Methyl-b-alanine', 'Α-methyl-β-alanine', 'b-Aminoisobutyrate', 'b-Aminoisobutyric acid', 'beta-Aminoisobutyrate', 'Β-aminoisobutyrate', 'Β-aminoisobutyric acid', 'DL-b-Aminoisobutyrate', 'DL-b-Aminoisobutyric acid', 'DL-beta-Aminoisobutyrate', 'DL-Β-aminoisobutyrate', 'DL-Β-aminoisobutyric acid', '3-Aminoisobutyric acid', '(+/-)-3-amino-2-methylpropanoate', '(+/-)-3-amino-2-methylpropanoic acid', '(+/-)-3-aminoisobutyric acid', '(+/-)-b-aminoisobutyric acid', '(+/-)-beta-aminoisobutyric acid', '3-Amino-isobutanoate', '3-Amino-isobutanoic acid', 'DL-2-Methyl-b-alanine', 'DL-2-Methyl-beta-alanine', 'DL-3-Amino-2-methylpropionic acid', 'DL-3-Aminoisobutyric acid', '3-Aminoisobutyric acid, (+-)-isomer', 'DL-3-Aminoisobutyric acid monohydrate', '3-Aminoisobutyric acid, (S)-isomer', '3-Aminoisobutyric acid, tritium-labeled', '3-Aminoisobutyric acid, (R)-isomer', '3-Aminoisobutyrate', '3-Aminoisobutanoic acid']",C4H9NO2,3-amino-2-methylpropanoic acid,144-90-1,CC(CN)C(O)=O,"InChI=1S/C4H9NO2/c1-3(2-5)4(6)7/h3H,2,5H2,1H3,(H,6,7)",QCHPKSFMDHPSNR-UHFFFAOYSA-N,103.063328537,103.1198,HMDB0003911_nmroned_1985_33443.txt,nmroned
HMDB0003966,['HMDB03966'],Selenomethionine,"['Selenomethionine, (+,-)-isomer', 'Selenomethionine se 75', 'Radioselenomethionine', 'Selenomethionine, (S)-isomer', 'Sethotope', 'Se 75, selenomethionine', 'Selenomethionine hydrochloride, (S)-isomer', '(2S)-2-Amino-4-(methylseleno)butanoic acid', '(2S)-2-Azaniumyl-4-methylselanylbutanoate', 'L-Selenomethionine', 'Seleno-L-methionine', '2-Amino-4-(methylseleno)butanoic acid', '2-Amino-4-(methylseleno)butyric acid', '2-Amino-4-(methylselenyl)butyric acid', 'Selenium methionine', 'Selenomethionine']",C5H11NO2Se,(2S)-2-amino-4-(methylselanyl)butanoic acid,3211-76-5,C[Se]CC[C@H](N)C(O)=O,"InChI=1S/C5H11NO2Se/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",RJFAYQIBOAGBLC-BYPYZUCNSA-N,196.995500429,196.11,HMDB0003966_nmroned_5253_2734556.txt,nmroned
HMDB0004122,['HMDB04122'],Selenocystine,"[""3,3'-Diselenobisalanine"", ""3,3'-Diselenodialanine"", 'Selenocystine, (D)-isomer', 'Selenocystine, (DL)-isomer', 'Selenocystine, (L)-isomer', 'D,L-Selenocystine', 'DL-Selenocystine', 'Selenium cystine', 'seleno-DL-Cystine']",C6H12N2O4Se2,2-amino-3-[(2-amino-2-carboxyethyl)diselanyl]propanoic acid,1464-43-3,NC(C[Se][Se]CC(N)C(O)=O)C(O)=O,"InChI=1S/C6H12N2O4Se2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)",JULROCUWKLNBSN-UHFFFAOYSA-N,335.912750538,334.09,HMDB0004122_nmroned_1992_33473.txt,nmroned
